compound	smiles	isoSmiles
http://www.wikidata.org/entity/Q3927871	CC12CCC3C(C1CCC2(C#C)O)CCC4=C3C=CC(=C4)OC5CCCC5	C[C@]12CC[C@H]3[C@H]([C@@H]1CC[C@]2(C#C)O)CCC4=C3C=CC(=C4)OC5CCCC5
http://www.wikidata.org/entity/Q3933789	C1CN2CC=C(C2C1O)CO	C1CN2CC=C([C@@H]2[C@@H]1O)CO
http://www.wikidata.org/entity/Q4063441	CN1CCC(C(C1)O)C2=C(C=C(C3=C2OC(=CC3=O)C4=CC=CC=C4Cl)O)O	CN1CC[C@@H]([C@@H](C1)O)C2=C(C=C(C3=C2OC(=CC3=O)C4=CC=CC=C4Cl)O)O
http://www.wikidata.org/entity/Q4068367	CN(C(=O)NC1C(C(C(CO1)O)O)O)N=O	CN(C(=O)N[C@H]1[C@@H]([C@H]([C@H](CO1)O)O)O)N=O
http://www.wikidata.org/entity/Q4072447	CCC1C2(C(C(O1)(C(C(O2)C=CC=CC=CC3=C(C(=CC(=O)O3)OC)C)O)C)OC(=O)C)C	CC[C@@H]1[C@]2(C([C@@](O1)([C@H]([C@@H](O2)/C=C/C=C/C=C/C3=C(C(=CC(=O)O3)OC)C)O)C)OC(=O)C)C
http://www.wikidata.org/entity/Q4073291	CC(=O)OCN=[N+](C)[O-]	CC(=O)OC/N=[N+](/C)\[O-]
http://www.wikidata.org/entity/Q4132745	C1CC(C(NC1)CC(=O)CN2C=NC3=CC(=C(C=C3C2=O)Cl)Br)O	c1c2c(cc(c1Cl)Br)ncn(c2=O)CC(=O)C[C@@H]3[C@H](CCCN3)O
http://www.wikidata.org/entity/Q4138122	CC12CCC(=O)CC1CCC3C2CCC4(C3CCC4C(=O)COC(=O)CCC(=O)[O-])C.[Na+]	C[C@]12CCC(=O)C[C@H]1CC[C@@H]3[C@@H]2CC[C@]4([C@H]3CC[C@@H]4C(=O)COC(=O)CCC(=O)[O-])C.[Na+]
http://www.wikidata.org/entity/Q4162599	CC1C(CC(C2=CCC(CC12C)C(=C)C)O)O	C[C@@H]1[C@@H](C[C@H](C2=CC[C@H](C[C@]12C)C(=C)C)O)O
http://www.wikidata.org/entity/Q4198762	CC1(CCC2C(=CCC3C2(CCCC3(C)C(=O)O)C)C1)C=C	C[C@@]1(CC[C@H]2C(=CC[C@@H]3[C@@]2(CCC[C@@]3(C)C(=O)O)C)C1)C=C
http://www.wikidata.org/entity/Q4204315	CC12CCC(=NOCCN)CC1C(=O)CC3C2CCC4(C3CCC4=O)C	C[C@]12CC/C(=N\OCCN)/C[C@@H]1C(=O)C[C@@H]3[C@@H]2CC[C@]4([C@H]3CCC4=O)C
http://www.wikidata.org/entity/Q4255014	CC1CCC2CC(CC(O2)(C3CSC(=O)N3)O)OC(=O)C=C(CCC=CC=C1)C	C[C@H]/1CC[C@@H]2C[C@H](C[C@@](O2)([C@@H]3CSC(=O)N3)O)OC(=O)/C=C(\CC/C=C/C=C1)/C
http://www.wikidata.org/entity/Q4291622	CC12CCC(CC1=CCC3C2CCC4(C3CCC4(C)O)C)O	C[C@]12CC[C@@H](CC1=CC[C@H]3[C@H]2CC[C@]4([C@@H]3CC[C@]4(C)O)C)O
http://www.wikidata.org/entity/Q4300037	[Sr]	[87Sr]
http://www.wikidata.org/entity/Q4363210	CC(=O)OC1CC2CCC3C(C2(CC1N4CC[N+](CC4)(C)C)C)CCC5(C3CC(C5OC(=O)C)N6CC[N+](CC6)(C)C)C.[Br-].[Br-]	CC(=O)O[C@H]1C[C@@H]2CC[C@@H]3[C@@H]([C@]2(C[C@@H]1N4CC[N+](CC4)(C)C)C)CC[C@]5([C@H]3C[C@@H]([C@@H]5OC(=O)C)N6CC[N+](CC6)(C)C)C.[Br-].[Br-]
http://www.wikidata.org/entity/Q4413415	C1CCN2C(C1)C34CC2C=CC3=CC(=O)O4	C1CCN2[C@H](C1)[C@]34C[C@H]2C=CC3=CC(=O)O4
http://www.wikidata.org/entity/Q4493309	CC1=CC(=C(C2=CC=C(C=C2)N)C3=CC(=C(C=C3)N)C)C=CC1=N.Cl	CC1=C/C(=C(\C2=CC=C(C=C2)N)/C3=CC(=C(C=C3)N)C)/C=CC1=N.Cl
http://www.wikidata.org/entity/Q4596897	CC12CCC3C(C1CCC2O)CCC4=CC(=C(C=C34)OC)O	C[C@]12CC[C@H]3[C@H]([C@@H]1CC[C@@H]2O)CCC4=CC(=C(C=C34)OC)O
http://www.wikidata.org/entity/Q4634020	C(C1C(C(C(C(O1)O)OC2C(C(C(C(O2)CO)O)O)O)O)O)O	C([C@@H]1[C@H]([C@@H]([C@@H]([C@H](O1)O[C@H]2[C@H]([C@@H]([C@H](OC2O)CO)O)O)O)O)O)O
http://www.wikidata.org/entity/Q4637100	CC12CCC3C(C1CCC2=O)CC(=O)C4=CC(=O)CCC34C	C[C@]12CC[C@H]3[C@H]([C@@H]1CCC2=O)CC(=O)C4=CC(=O)CC[C@]34C
http://www.wikidata.org/entity/Q4642869	CC12CCC3C(C1CCC2=O)C(=O)C=C4C3(CCC(C4)O)C	C[C@]12CC[C@H]3[C@H]([C@@H]1CCC2=O)C(=O)C=C4[C@@]3(CC[C@@H](C4)O)C
http://www.wikidata.org/entity/Q2357049	[Gd]	[153Gd]
http://www.wikidata.org/entity/Q2070105	CN1CCC2=CC(=C(C3=C2C1CC4=CC(=C(C=C43)OC)O)OC)O	CN1CCC2=CC(=C(C3=C2[C@@H]1CC4=CC(=C(C=C43)OC)O)OC)O
http://www.wikidata.org/entity/Q2071071	CC12CCC3C(C1CCC2(C#C)O)CCC4=CCCCC34	C[C@]12CC[C@H]3[C@H]([C@@H]1CC[C@]2(C#C)O)CCC4=CCCC[C@H]34
http://www.wikidata.org/entity/Q2080986	CC(=CCCC(=CCCC(=CCCC=C(C)CCC=C(C)CCC1C(O1)(C)C)C)C)C	CC(=CCC/C(=C/CC/C(=C/CC/C=C(\C)/CC/C=C(\C)/CCC1C(O1)(C)C)/C)/C)C
http://www.wikidata.org/entity/Q2083871	CC=C1CC(C(C(=O)OCC2=CCN3C2C(CC3)OC1=O)(C)O)C	C/C=C\1/C[C@H]([C@@](C(=O)OCC2=CCN3[C@H]2[C@@H](CC3)OC1=O)(C)O)C
http://www.wikidata.org/entity/Q2096457	C1CCN(CC1)C(=O)CCCCC=CC2=CC3=C(C=C2)OCO3	C1CCN(CC1)C(=O)CCCC/C=C/C2=CC3=C(C=C2)OCO3
http://www.wikidata.org/entity/Q2104314	CCC(C1C(CC(C(O1)C(C)C(C(C)C(=O)C(CC)C2C(CC(C3(O2)C=CC(C4(O3)CCC(O4)(C)C5CCC(C(O5)C)(CC)O)O)C)C)O)C)C)C(=O)O	CC[C@H]([C@H]1[C@H](C[C@@H]([C@@H](O1)[C@@H](C)[C@@H]([C@H](C)C(=O)[C@H](CC)[C@@H]2[C@H](C[C@H]([C@]3(O2)C=C[C@H]([C@@]4(O3)CC[C@@](O4)(C)[C@H]5CC[C@@]([C@@H](O5)C)(CC)O)O)C)C)O)C)C)C(=O)O
http://www.wikidata.org/entity/Q2153640	[U]	[234U]
http://www.wikidata.org/entity/Q2233805	[Ga]	[67Ga]
http://www.wikidata.org/entity/Q2278916	CC=CC=CCCCCCCCO	C/C=C/C=C/CCCCCCCO
http://www.wikidata.org/entity/Q2303156	CCCCCCCCC=CCCCCCCCC(=O)OCC(C1C(C(CO1)O)O)O	CCCCCCCC/C=C\CCCCCCCC(=O)OC[C@H]([C@@H]1[C@@H]([C@H](CO1)O)O)O
http://www.wikidata.org/entity/Q2311880	[S]	[35S]
http://www.wikidata.org/entity/Q2341055	[Mo]	[99Mo]
http://www.wikidata.org/entity/Q2349030	CCC1C(C(=O)NC1=CC2=C(C(=C(N2)C=C3C(=C(C(=CC4=NC(=O)C(=C4C)CC)N3)C)CCC(=O)O)CCC(=O)O)C)C	CC[C@@H]\1[C@H](C(=O)N/C1=C\C2=C(C(=C(N2)/C=C\3/C(=C(/C(=C\C4=NC(=O)C(=C4C)CC)/N3)C)CCC(=O)O)CCC(=O)O)C)C
http://www.wikidata.org/entity/Q2354337	CCCC(=O)OC(COC(=O)CC)COP(=O)(O)OCC(C(=O)O)N	CCCC(=O)O[C@H](COC(=O)CC)COP(=O)(O)OC[C@@H](C(=O)O)N
http://www.wikidata.org/entity/Q2359711	C1=CC=C(C=C1)CNC(=O)CCNNC(=O)C2=CC=NC=C2	C1=CC=C(C=C1)C/N=C(/CCNNC(=O)C2=CC=NC=C2)\O
http://www.wikidata.org/entity/Q2365033	CN(C)C1C2C(C3C(=C)C4=CC=CC(=C4C(=O)C3=C(C2(C(=O)C(=C1O)C(=O)N)O)O)O)O	CN(C)[C@H]1[C@@H]2[C@H]([C@@H]3C(=C)C4=CC=CC(=C4C(=O)C3=C([C@@]2(C(=O)C(=C1O)C(=O)N)O)O)O)O
http://www.wikidata.org/entity/Q2365493	CNC1(CCCCC1=O)C2=CC=CC=C2Cl	CN[C@@]1(CCCCC1=O)C2=CC=CC=C2Cl
http://www.wikidata.org/entity/Q2388818	[Xe]	[129Xe]
http://www.wikidata.org/entity/Q2398298	CN1CCC2=CC(=C(C3=C2C1CC4=CC(=C(C=C43)OC)OC)OC)OC	CN1CCC2=CC(=C(C3=C2[C@@H]1CC4=CC(=C(C=C43)OC)OC)OC)OC
http://www.wikidata.org/entity/Q2404338	CCNC1=NC(=NC(=N1)SC)NC(C)(C)C	CC/N=C/1\N=C(NC(=N1)SC)NC(C)(C)C
http://www.wikidata.org/entity/Q2405866	CC(C)(C)C(C(=O)O)N	CC(C)(C)[C@@H](C(=O)O)N
http://www.wikidata.org/entity/Q2496752	[Sn]	[113Sn]
http://www.wikidata.org/entity/Q2552927	C[N+]1(CCCC1)CC2=C(N3C(C(C3=O)NC(=O)C(=NOC)C4=CSC(=N4)N)SC2)C(=O)[O-]	C[N+]1(CCCC1)CC2=C(N3[C@@H]([C@@H](C3=O)NC(=O)/C(=N\OC)/C4=CSC(=N4)N)SC2)C(=O)[O-]
http://www.wikidata.org/entity/Q2579108	CN1CCC23CCCCC2C1CC4=C3C=C(C=C4)O	CN1CC[C@]23CCCC[C@H]2[C@H]1CC4=CC=C(O)C=C34
http://www.wikidata.org/entity/Q2594205	CC(C)C1CC(=O)C2(CO2)C3C(O3)CC(=C)C=C1	CC(C)[C@@H]\1CC(=O)[C@@]2(CO2)[C@H]3[C@H](O3)CC(=C)/C=C1
http://www.wikidata.org/entity/Q2595726	CC1=CN2C(=O)C3=C(N(C2=N1)C)N(C=N3)C4C(C(C(O4)CO)O)O	CC1=CN2C(=O)C3=C(N(C2=N1)C)N(C=N3)[C@H]4[C@@H]([C@@H]([C@H](O4)CO)O)O
http://www.wikidata.org/entity/Q2601530	CN1C(=NN=N1)SCC2=C(N3C(C(C3=O)NC(=O)C(C4=CC=CC=C4)O)SC2)C(=O)O	CN1C(=NN=N1)SCC2=C(N3[C@@H]([C@@H](C3=O)NC(=O)[C@@H](C4=CC=CC=C4)O)SC2)C(=O)O
http://www.wikidata.org/entity/Q2639429	CC(=O)CC(=O)SCCNC(=O)CCNC(=O)C(C(C)(C)COP(=O)(O)OP(=O)(O)OCC1C(C(C(O1)N2C=NC3=C2N=CN=C3N)O)OP(=O)(O)O)O	CC(=O)CC(=O)SCCNC(=O)CCNC(=O)[C@@H](C(C)(C)COP(=O)(O)OP(=O)(O)OC[C@@H]1[C@H]([C@H]([C@@H](O1)N2C=NC3=C2N=CN=C3N)O)OP(=O)(O)O)O
http://www.wikidata.org/entity/Q2650092	[Y]	[90Y]
http://www.wikidata.org/entity/Q2649761	C1C2C(C(C(O2)N3C=NC4=C3NC(=NC4=O)N)O)OP(=O)(OCC5C(C(C(O5)N6C=NC7=C6NC(=NC7=O)N)O)OP(=O)(O1)O)O	C1[C@@H]2[C@H]([C@H]([C@@H](O2)N3C=NC4=C3NC(=NC4=O)N)O)OP(=O)(OC[C@@H]5[C@H]([C@H]([C@@H](O5)N6C=NC7=C6NC(=NC7=O)N)O)OP(=O)(O1)O)O
http://www.wikidata.org/entity/Q2701638	CC(CCC(=O)NCC(=O)O)C1CCC2C1(C(CC3C2C(CC4C3(CCC(C4)O)C)O)O)C	C[C@H](CCC(=O)NCC(=O)O)[C@H]1CC[C@@H]2[C@@]1([C@H](C[C@H]3[C@H]2[C@@H](C[C@H]4[C@@]3(CC[C@H](C4)O)C)O)O)C
http://www.wikidata.org/entity/Q2709086	CC(CO)(C(COP(=O)(O)O)O)O	C[C@](O)(CO)[C@H](O)COP(O)(O)=O
http://www.wikidata.org/entity/Q2742455	c1cn(c(=O)nc1N)[CH]2C[CH]([CH](O2)COP(=O)(O)O)O	c1cn(c(=O)nc1N)[C@H]2C[C@@H]([C@H](O2)COP(=O)(O)O)O
http://www.wikidata.org/entity/Q2806929	CCCCCC(C=CC1C(C(CC(=O)O1)O)CC=CCCCC(=O)O)O	CCCCC[C@@H](/C=C/[C@@H]1[C@H]([C@H](CC(=O)O1)O)C/C=C\CCCC(=O)O)O
http://www.wikidata.org/entity/Q2823277	CCCCCC=CCC=CCCCCCCCC(=O)O	CCCCC/C=C/C/C=C/CCCCCCCC(=O)O
http://www.wikidata.org/entity/Q2823281	CCCCCCCCC=CCCCCCCCC(=O)OCC(COP(=O)(O)O)O	CCCCCCCC/C=C\CCCCCCCC(=O)OCC(COP(=O)(O)O)O
http://www.wikidata.org/entity/Q2824949	CC1=C(C(CCC1=O)(C)C)C=CC(=CC=CC(=CC=CC=C(C)C=CC=C(C)C=CC2=C(C(=O)C(CC2(C)C)O)C)C)C	CC1=C(C(CCC1=O)(C)C)/C=C/C(=C/C=C/C(=C/C=C/C=C(\C)/C=C/C=C(\C)/C=C/C2=C(C(=O)[C@H](CC2(C)C)O)C)/C)/C
http://www.wikidata.org/entity/Q3266724	C(C(C(C(C(C=O)O)O)O)O)O	C([C@@H]([C@@H]([C@H]([C@@H](C=O)O)O)O)O)O
http://www.wikidata.org/entity/Q2879368	C1=CC=C(C=C1)C2=CC(=O)C3=C(C(=C(C=C3O2)OC4C(C(C(C(O4)C(=O)O)O)O)O)O)O	C1=CC=C(C=C1)C2=CC(=O)C3=C(C(=C(C=C3O2)O[C@H]4[C@@H]([C@H]([C@@H]([C@H](O4)C(=O)O)O)O)O)O)O
http://www.wikidata.org/entity/Q2891618	CC(C1=CCC23C1(CC(C45C2=CCC6C4(CCC(C6)(O5)O)C)O)CN(CCO3)C)O	CC(C1=CC[C@@]23C1(C[C@H](C45C2=CC[C@H]6[C@@]4(CC[C@@](C6)(O5)O)C)O)CN(CCO3)C)O
http://www.wikidata.org/entity/Q2964394	CCCC(C)C1CCC2C1(CCC3C2CCC4C3(CCCC4)C)C	CCC[C@@H](C)[C@H]1CC[C@@H]2[C@@]1(CC[C@H]3[C@H]2CCC4[C@@]3(CCCC4)C)C
http://www.wikidata.org/entity/Q3039718	[Sn]	[115Sn]
http://www.wikidata.org/entity/Q2996215	CC1C(C(C(C(O1)OC2CCC3(C4CCC5(C(CCC5(C4CCC3(C2)O)O)C6=CC(=O)OC6)C)C=O)O)O)O	C[C@H]1[C@@H]([C@H]([C@H]([C@@H](O1)O[C@H]2CC[C@@]3([C@H]4CC[C@@]5([C@H](CC[C@@]5([C@@H]4CC[C@@]3(C2)O)O)C6=CC(=O)OC6)C)C=O)O)O)O
http://www.wikidata.org/entity/Q3027844	CC1=C(NC(=C1CCC(=O)OC2C(C(C(C(O2)C(=O)O)O)O)O)CC3=C(C(=C(N3)C=C4C(=C(C(=O)N4)C)C=C)C)CCC(=O)OC5C(C(C(C(O5)C(=O)O)O)O)O)C=C6C(=C(C(=O)N6)C=C)C	CC1=C(NC(=C1CCC(=O)O[C@H]2[C@@H]([C@H]([C@@H]([C@H](O2)C(=O)O)O)O)O)CC3=C(C(=C(N3)/C=C\4/C(=C(C(=O)N4)C)C=C)C)CCC(=O)O[C@H]5[C@@H]([C@H]([C@@H]([C@H](O5)C(=O)O)O)O)O)/C=C\6/C(=C(C(=O)N6)C=C)C
http://www.wikidata.org/entity/Q3028354	CC(C)(C)C(C(=CC1=C(C=C(C=C1)Cl)Cl)N2C=NC=N2)O	CC(C)(C)C(/C(=C/C1=C(C=C(C=C1)Cl)Cl)/N2C=NC=N2)O
http://www.wikidata.org/entity/Q3028468	CN=C(NCC1CCOC1)N[N+](=O)[O-]	CN/C(=N/CC1CCOC1)/N[N+](=O)[O-]
http://www.wikidata.org/entity/Q3047391	CC(C(C(C(=O)CO)O)O)O	C[C@@H]([C@H]([C@H](C(=O)CO)O)O)O
http://www.wikidata.org/entity/Q3047647	C1CCC2C(C1)CCC3C2CCC4C3CCC4	C1CCC2CC[C@H]3[C@@H]4CCC[C@H]4CC[C@@H]3[C@H]2C1
http://www.wikidata.org/entity/Q3056700	C(C1C(C(C(C(O1)OC2C(OC(C(C2O)O)OC3(C(C(C(O3)CO)O)O)CO)CO)O)O)O)O	C([C@@H]1[C@H]([C@@H]([C@H]([C@H](O1)O[C@@H]2[C@H](O[C@@H]([C@@H]([C@H]2O)O)O[C@]3([C@H]([C@@H]([C@H](O3)CO)O)O)CO)CO)O)O)O)O
http://www.wikidata.org/entity/Q3066403	CC(C)CC(=O)SCCNC(=O)CCNC(=O)C(C(C)(C)COP(=O)(O)OP(=O)(O)OCC1C(C(C(O1)N2C=NC3=C2N=CN=C3N)O)OP(=O)(O)O)O	CC(C)CC(=O)SCCNC(=O)CCNC(=O)[C@@H](C(C)(C)COP(=O)(O)OP(=O)(O)OC[C@@H]1[C@H]([C@H]([C@@H](O1)N2C=NC3=C2N=CN=C3N)O)OP(=O)(O)O)O
http://www.wikidata.org/entity/Q3073725	COC1CC2=C(C=C(C=C2OC1C3=CC(=C(C=C3)O)O)O)O	CO[C@H]1CC2=C(C=C(C=C2O[C@@H]1C3=CC(=C(C=C3)O)O)O)O
http://www.wikidata.org/entity/Q3077501	CC12CCC(=O)C(=C1CCC3C2CCC4(C3CCC4=O)C)O	C[C@]12CCC(=O)C(=C1CC[C@@H]3[C@@H]2CC[C@]4([C@H]3CCC4=O)C)O
http://www.wikidata.org/entity/Q3123708	CC(=CCCC(=CCCC(=CCCC(=CCO)C)C)C)C	CC(=CCC/C(=C/CC/C(=C/CC/C(=C/CO)/C)/C)/C)C
http://www.wikidata.org/entity/Q3132229	CC(C)CCCCCCCCCC1CC(=O)NC(C(=O)NC(C(=O)NC(C(=O)NC(C(=O)NC(C(=O)NC(C(=O)NC(C(=O)O1)CC(C)C)CC(C)C)CC(=O)O)C(C)C)CC(C)C)CC(C)C)CCC(=O)O	CC(C)CCCCCCCCC[C@@H]1CC(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@@H](C(=O)N[C@H](C(=O)O1)CC(C)C)CC(C)C)CC(=O)O)C(C)C)CC(C)C)CC(C)C)CCC(=O)O
http://www.wikidata.org/entity/Q3151473	C1=NC(=O)C2=C(N1)N(C=N2)C3C(C(C(O3)COP(=O)(O)OP(=O)(O)OP(=O)(O)O)O)O	C1=NC(=O)C2=C(N1)N(C=N2)[C@H]3[C@@H]([C@@H]([C@H](O3)COP(=O)(O)OP(=O)(O)OP(=O)(O)O)O)O
http://www.wikidata.org/entity/Q3244815	C1=CC=C(C=C1)C=CC2=CC=CC=C2	C1=CC=C(C=C1)/C=C\C2=CC=CC=C2
http://www.wikidata.org/entity/Q3267092	CN(C)CCC=C1C2=CC=CC=C2COC3=C1C=C(C=C3)CC(=O)O	CN(C)CC/C=C\1/C2=CC=CC=C2COC3=C1C=C(C=C3)CC(=O)O
http://www.wikidata.org/entity/Q3270244	C(C(C(C(=O)O)O)O)O	C([C@@H]([C@H](C(=O)O)O)O)O
http://www.wikidata.org/entity/Q3270746	CCCCCC(=O)OCC=C	CCCCCC(=O)OCC=C
http://www.wikidata.org/entity/Q3272916	CC(C)CC(C=O)NC(=O)C(CC(C)C)NC(=O)C(CC(C)C)NC(=O)OCC1=CC=CC=C1	CC(C)C[C@@H](C=O)NC(=O)[C@H](CC(C)C)NC(=O)[C@H](CC(C)C)NC(=O)OCC1=CC=CC=C1
http://www.wikidata.org/entity/Q3347078	C1(C(C(C(C(C1O)O)O)O)O)O	[C@@H]1([C@@H]([C@@H]([C@@H]([C@H]([C@H]1O)O)O)O)O)O
http://www.wikidata.org/entity/Q3362418	C(C1C(C(C(C(O1)OCC2C(C(C(C(O2)OC(C(CO)O)C(C(C=O)O)O)O)O)O)O)O)O)O	C([C@@H]1[C@H]([C@@H]([C@H]([C@H](O1)OC[C@@H]2[C@H]([C@@H]([C@H]([C@H](O2)O[C@H]([C@@H](CO)O)[C@@H]([C@H](C=O)O)O)O)O)O)O)O)O)O
http://www.wikidata.org/entity/Q3473757	CC(=O)NC1(CCN(CC1)CCC(CN(C)C(=O)C2=CC=CC=C2)C3=CC(=C(C=C3)Cl)Cl)C4=CC=CC=C4	CC(=O)NC1(CCN(CC1)CC[C@H](CN(C)C(=O)C2=CC=CC=C2)C3=CC(=C(C=C3)Cl)Cl)C4=CC=CC=C4
http://www.wikidata.org/entity/Q3510925	CC1(C(C1C(=O)OCC2=COC(=C2)CC3=CC=CC=C3)C=C4CCSC4=O)C	CC1([C@H]([C@H]1C(=O)OCC2=COC(=C2)CC3=CC=CC=C3)/C=C/4\CCSC4=O)C
http://www.wikidata.org/entity/Q66124746	C1C(C(C(O1)O)O)(CO)O	C1[C@@]([C@H](C(O1)O)O)(CO)O
http://www.wikidata.org/entity/Q3546357	CC(C)CC1C(=O)NC(C(=O)N2CCCC2C(=O)NC(C(=O)NC(C(=O)NC(C(=O)NC(C(=O)NC(C(=O)NC(C(=O)NC(C(=O)N1)CCCN)C(C)C)CC3=CC=C(C=C3)O)CCC(=O)N)CC(=O)N)CC4=CC=CC=C4)CC5=CC=CC=C5)CC6=CC=CC=C6	CC(C)C[C@H]1C(=O)N[C@@H](C(=O)N2CCC[C@H]2C(=O)N[C@H](C(=O)N[C@@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)N1)CCCN)C(C)C)CC3=CC=C(C=C3)O)CCC(=O)N)CC(=O)N)CC4=CC=CC=C4)CC5=CC=CC=C5)CC6=CC=CC=C6
http://www.wikidata.org/entity/Q3576424	CC(CCC=C(C)C)C1CCC2C1(CCC3=C2CCC4C3(CCC(C4)O)C)C	C[C@H](CCC=C(C)C)[C@H]1CC[C@@H]2[C@@]1(CCC3=C2CC[C@@H]4[C@@]3(CC[C@@H](C4)O)C)C
http://www.wikidata.org/entity/Q3639306	CC(C)(C(COC1=C2C(=C(C3=C1OC(=O)C=C3)OC)C=CO2)O)O	CC(C)([C@@H](COC1=C2C(=C(C3=C1OC(=O)C=C3)OC)C=CO2)O)O
http://www.wikidata.org/entity/Q3733839	CCC12CC(=C)C3C(C1CCC2(C#C)O)CCC4=CC(=O)CCC34	CC[C@]12CC(=C)[C@H]3[C@H]([C@@H]1CC[C@]2(C#C)O)CCC4=CC(=O)CC[C@H]34
http://www.wikidata.org/entity/Q3742461	CCOC(=O)NC1=CC=CC=C1	CCO/C(=N/C1=CC=CC=C1)/O
http://www.wikidata.org/entity/Q4544849		CN1[C@H]2CC[C@@H]1[C@H]([C@H](C2)OC(=O)c3ccc(cc3)N=C=S)C(=O)OC
http://www.wikidata.org/entity/Q4631732		O[C@H]1CC[C@@]2(C)[C@@](CC[C@]3([H])[C@@]([H])2CC[C@@]4(C)[C@]([H])3CC[C@@]([H])4[C@@H](CCC(CC)C(C)C)C)([H])C1
http://www.wikidata.org/entity/Q4864634		C[C@]31CCC2CC3/C=C\CC1(O)C2(C)C
http://www.wikidata.org/entity/Q5120032		CC(C)N[C@@H]1C2CCC([C@]1(c3ccc(c(c3)Cl)Cl)O)CC2
http://www.wikidata.org/entity/Q5137363		O=C/1O[C@@H]2/C=C(/CC/C=C(/C[C@H](OC(=O)\C(=C)[C@@H](O)CO)[C@H]2C\1=C)C)CO
http://www.wikidata.org/entity/Q5168983		O[C@H]4CC[C@]3([C@H](CC[C@H]2[C@@H]1CC[C@@H]([C@@]1(C)CC[C@@H]23)[C@H](C)CCCC(C)C)C4)C
http://www.wikidata.org/entity/Q5192443		C[C@H](C/C=C/C(O)(C)C)[C@@]1([H])CC[C@@]2(C)[C@]3([H])[C@@H](O)C=C4C(C)(C)[C@@H](O)CC[C@@]4([H])[C@]3(C)C[C@@H](O)[C@@]21C
http://www.wikidata.org/entity/Q5277314		COC(=O)[C@H]1[C@H]([C@@]2(C(=C([C@]1(C2(Cl)Cl)Cl)Cl)Cl)Cl)C(=O)OC
http://www.wikidata.org/entity/Q5376118		c1ccc(cc1)/C=C/C=C/C[C@H]2[C@@H]3C[C@H]4[C@@H]5[C@@H]3[C@@H]2[C@@H]([C@@H]4C(=O)O)C=C5
http://www.wikidata.org/entity/Q4540629	C=CCN1CCC23C4C(=O)CCC2(C1CC5=C3C(=C(C=C5)O)O4)O	C=CCN1CC[C@@]23[C@H]4C(=O)CC[C@@]2([C@@H]1CC5=C3C(=C(C=C5)O)O4)O
http://www.wikidata.org/entity/Q4545703	C1C(C(C(C(O1)CO)O)O)O	C1[C@@H]([C@H]([C@@H]([C@H](O1)CO)O)O)O
http://www.wikidata.org/entity/Q4547229	CC12CCC(=O)C=C1CCC3C2C(=O)CC4(C3CCC4O)C	C[C@]12CCC(=O)C=C1CC[C@@H]3[C@@H]2C(=O)C[C@]4([C@H]3CC[C@@H]4O)C
http://www.wikidata.org/entity/Q4549579	CN1CCC23C4C(=O)C=CC2(C1CC5=C3C(=C(C=C5)OC)O4)OC(=O)C=CC6=CC=CC=C6	CN1CC[C@]23[C@@H]4C(=O)C=C[C@]2([C@H]1CC5=C3C(=C(C=C5)OC)O4)OC(=O)/C=C/C6=CC=CC=C6
http://www.wikidata.org/entity/Q4562049	CN1C2=CC=CC=C2C(=NNC(=S)N)C1=O	CN1C2=CC=CC=C2/C(=N/NC(=S)N)/C1=O
http://www.wikidata.org/entity/Q4596726	CC1C(C(C(C(O1)OC2C(C(C(OC2OC(C(CO)O)C(C(C=O)O)O)CO)O)O)O)O)O	C[C@H]1[C@H]([C@H]([C@@H]([C@@H](O1)O[C@@H]2[C@H]([C@H]([C@H](O[C@H]2O[C@H]([C@@H](CO)O)[C@@H]([C@H](C=O)O)O)CO)O)O)O)O)O
http://www.wikidata.org/entity/Q4596728	CC(=O)OC1=CC=CC=C1C(=O)OC2CC3CCC(C2C(=O)OC)N3C	CC(=O)OC1=CC=CC=C1C(=O)O[C@H]2C[C@@H]3CC[C@H]([C@H]2C(=O)OC)N3C
http://www.wikidata.org/entity/Q4631298	CC(C)CCC(C(C)C1CCC2C1(CCC3C2CC=C4C3(CCC(C4)O)C)C)O	C[C@@H]([C@H]1CC[C@@H]2[C@@]1(CC[C@H]3[C@H]2CC=C4[C@@]3(CC[C@@H](C4)O)C)C)C(CCC(C)C)O
http://www.wikidata.org/entity/Q4634033	C1=CC(=CC=C1CC(C(=O)O)N)OC2=CC(=C(C=C2)O)I	C1=CC(=CC=C1C[C@@H](C(=O)O)N)OC2=CC(=C(C=C2)O)I
http://www.wikidata.org/entity/Q4639531	C1CC1CN2CCC34C5C6=C(CC3(C2CC7=C4C(=C(C=C7)O)O5)O)C8=C(N6)C=CC(=C8)N=C(N)N	C1CC1CN2CC[C@@]34[C@H]5C6=C(C[C@@]3([C@@H]2CC7=C4C(=C(C=C7)O)O5)O)C8=C(N6)C=CC(=C8)N=C(N)N
